Step,AgentID,Type,Current_Emissions,Total_Emissions,Efficiency,A_Star_Cost,Position
2,73,vehicle,6.275585078614445,12.576233828112944,0.6359155295783245,19.107876063467824,"(19, 3)"
2,74,vehicle,2.529380901033497,5.069006812307659,0.8029426479143968,7.776427366876334,"(18, 7)"
2,75,vehicle,9.366446576856946,18.770688881550306,0.7590417069839362,28.72207422066365,"(6, 6)"
2,76,vehicle,3.399194759636569,6.811959694448179,0.6308561045788799,10.346889099803182,"(12, 14)"
2,77,vehicle,31.460954548336712,63.047511032462694,0.6312764145322243,99.17530201684698,"(9, 10)"
2,78,vehicle,7.132223025828891,14.293000139865205,0.6652135153084399,21.752399500112528,"(16, 13)"
2,79,vehicle,9.004312180314535,18.044587390309157,0.636341964807358,27.416955975265964,"(18, 3)"
2,80,energy,710.38199123588,1421.9494158590792,0.6840735877564874,1751.2364678922233,"(3, 5)"
2,81,energy,724.203582670638,1449.637287412399,0.7894169402278213,1791.337862724396,"(9, 9)"
2,82,energy,13.450118151832104,26.923555704596545,0.908886357532838,42.46982299282013,"(8, 17)"
2,83,energy,465.0726974844497,930.9229177842435,0.6951997784101109,1146.9014776020374,"(16, 9)"
2,84,energy,669.4107389207868,1339.9079408865198,0.5152906121872936,1641.7032311493354,"(2, 7)"
3,0,household,30.872165658460627,92.93896767654626,0.6108760485578084,97.51713732381745,"(14, 11)"
3,1,household,41.10055679564307,141.0112040181814,0.7363543449430726,151.36637275296113,"(13, 19)"
3,2,household,27.040354929783412,81.43401050078029,0.7740641584871442,86.57964266976556,"(7, 11)"
3,3,household,56.15862478889105,169.0638539928559,0.6461397286528751,177.38378870988032,"(15, 19)"
3,4,household,57.36414762079978,172.73311548437295,0.7262646638970074,182.75105051374914,"(3, 8)"
3,5,household,24.276200949529354,73.08665623492233,0.7052816933533487,76.79566061477571,"(1, 10)"
3,6,household,35.22297924942406,106.18002928364899,0.8447803608876614,117.26160874773474,"(18, 4)"
3,7,household,43.12243044882523,129.836169433918,0.806521492184264,136.71277355754438,"(10, 16)"
3,8,household,40.450602282379705,121.71468946693372,0.6482938399783995,125.20489410153442,"(6, 1)"
3,9,household,31.017694758771945,109.47289258170105,1.0,118.09103238854486,"(10, 11)"
3,10,household,44.639500529451375,134.3394477306035,0.7133897211681812,138.9075789725523,"(1, 2)"
3,11,household,34.63500849296433,104.46128920498404,1.0,117.7254815271075,"(10, 17)"
3,12,household,54.20904756099015,163.18551487323396,0.697191575012859,170.73848144677385,"(15, 2)"
3,13,household,36.12705618536305,108.93014705788949,0.8474861575635226,121.36288408161712,"(6, 12)"
3,14,household,36.39876843163796,109.57305635679322,0.5421071090003551,114.90936777595617,"(15, 3)"
3,15,household,27.466282587802407,82.6938748848136,0.7812356786440191,86.94525436505715,"(6, 4)"
3,16,household,54.615664245852315,164.4470378110456,0.7633328993293264,173.50238565019657,"(16, 5)"
3,17,household,41.910474597466276,126.25586387934959,0.7182351938423096,135.94406697481227,"(8, 16)"
3,18,household,27.256802206032347,82.03248835944777,0.5676316051207747,85.19450259763336,"(18, 19)"
3,19,household,36.32240006725837,109.52279392498565,0.9933628362421599,122.193335882091,"(5, 10)"
3,20,household,23.01126489764279,86.12107049003343,0.824606227855263,90.43924760512961,"(9, 11)"
3,21,household,29.67895024833238,89.41285677533342,0.9192994590644097,96.34810018394484,"(5, 11)"
3,22,household,41.57529102217773,125.19055267551988,0.9249205540715131,132.1791636912078,"(3, 16)"
3,23,household,35.31022177502029,106.48165910804076,0.9743412795025381,119.28165328102332,"(11, 0)"
3,24,household,45.23014540633077,135.87900949742044,1.0,144.17986876588304,"(10, 18)"
3,25,household,35.561000522021224,107.25186588253189,0.9517293520940288,120.75519041403292,"(18, 15)"
3,26,household,53.18991513138464,160.16795515567057,0.7946456575830725,169.518573767781,"(15, 9)"
3,27,household,45.09714568327866,135.75571580973656,0.8425515928988245,141.76450270683748,"(14, 15)"
3,28,household,27.886764714918858,84.04155979095638,0.9003649829596081,91.78994723337192,"(15, 2)"
3,29,household,33.31453251570419,100.40987941617733,0.9157691773863823,110.13245277849151,"(2, 5)"
3,30,household,31.972156090462775,96.28631057513554,0.6012734085025586,102.50202640602927,"(16, 6)"
3,31,household,32.525527408641544,98.01848392239182,0.7255618899677059,106.9959650752952,"(9, 5)"
3,32,household,28.853856645745967,86.90378537788246,0.9367440365306549,92.60759040192345,"(19, 4)"
3,33,household,42.786909790543625,128.73422002304807,0.6463341346195299,132.00336639961114,"(10, 14)"
3,34,household,54.712161780664765,164.7410164442548,0.7803937910354604,173.9260854540007,"(7, 13)"
3,35,household,37.56292400936497,113.16772174682941,0.6468414225888788,122.26235631488356,"(0, 7)"
3,36,household,24.52264819503771,73.83754723545842,0.692360535556213,77.96661577476468,"(12, 0)"
3,37,household,56.200337255222934,169.18209114284628,0.6552615524557472,177.18811529502506,"(2, 3)"
3,38,household,36.54322417990666,110.22467171441583,0.9994666847737703,124.58021029503585,"(6, 14)"
3,39,household,20.9546603344088,63.003380296885815,1.0,68.02356708449823,"(12, 3)"
3,40,business,211.85014227096792,637.1400347808506,0.7183702446044642,665.5620574610291,"(19, 15)"
3,41,business,236.1002528360715,709.8122879803998,0.5291350146085483,734.4566187159455,"(10, 14)"
3,42,business,257.3346411971508,773.790720535382,0.6591534098769156,807.4572850338186,"(5, 3)"
3,43,business,257.8465379523104,775.343050601128,0.6733643879661235,809.9156339720446,"(6, 7)"
3,44,business,238.9163333097881,718.217107633411,0.6637178652602758,755.4596543059398,"(5, 7)"
3,45,business,278.861198399808,838.3240030290228,0.5814453807319165,873.3943028148856,"(5, 4)"
3,46,business,313.2596749963757,941.8864994491573,0.7183830345044706,991.1635934467316,"(5, 11)"
3,47,business,221.19999469446836,664.9176721802226,0.4046289771336002,682.3181526362025,"(7, 14)"
